Marca temporal,Nombre y Apellido del fallecido,Fecha de fallecimiento,DNI,Edad al fallecer,Sexo,Hora de fallecimiento,Causa de fallecimiento,Causa detallada (si es 'Otro'),Lugar de fallecimiento,Ubicación en el cementerio,Tipo de sepultura,Número de acta / registro,Nombre del responsable que registra,DNI del responsable que registra,Correo electrónico del responsable,Otros aportes o comentarios,Año de fallecimiento,Mes de fallecimiento,Rango edad,Día de la semana
2008-02-07 07:51:44.063125,Fidela Guitart-Boix,2008-02-07,44787467,60,Otro,17:38,Covid-19,,Vía Pública,"Sección 2, Fila 16, Parcela 20",Nicho,718063,Lorena Calderon Recio,24123318,chuchoaparicio@example.com,La familia pidió servicio religioso antes de la cremación.,2008,2,Adulto,Thursday
2008-12-27 05:53:09.479992,Telmo Osorio-Adán,2008-12-27,31186827,80,Masculino,12:27,Cáncer,,Hospital Central,"Sección 10, Fila 10, Parcela 41",Nicho,229866,Herminio Bernad,32893897,loidavazquez@example.net,Documento entregado en oficina central.,2008,12,Adulto mayor,Saturday
2008-04-28 12:11:00.513657,Emiliano Valcárcel Campillo,2008-04-28,71475286,7,Masculino,22:48,Accidente,,Clínica Privada,"Sección 1, Fila 13, Parcela 10",Tumba tradicional,406525,Jose Antonio Fuente-Pérez,37102043,solerzaida@example.com,La familia pidió sepultura junto a otros parientes.,2008,4,Niño,Monday
2008-02-02 19:51:50.413021,Lilia Dalmau-Quintero,2008-02-02,23677054,74,Femenino,12:51,Accidente,,Clínica Privada,"Sección 2, Fila 10, Parcela 12",Nicho,738147,Daniel del Lumbreras,10714055,scaro@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2008,2,Adulto mayor,Saturday
2008-09-14 18:48:35.264296,Edgardo Luján-Becerra,2008-09-14,49375972,69,Otro,9:08,Accidente,,Clínica Privada,"Sección 4, Fila 15, Parcela 16",Tumba tradicional,197967,Oriana Carvajal Solsona,33648460,bruno26@example.com,Se notificó al registro civil.,2008,9,Adulto mayor,Sunday
2008-11-23 06:04:05.230041,Silvio Bou Baró,2008-11-23,92450136,34,Otro,18:11,Accidente,,Domicilio,"Sección 8, Fila 4, Parcela 2",Tumba tradicional,414511,Herminio Bernad,15695447,sancho96@example.net,Pendiente entrega de certificado de defunción original.,2008,11,Adulto,Sunday
2008-04-14 05:46:52.593995,Pelayo Mesa Vergara,2008-04-14,30762759,3,Otro,19:58,Covid-19,,Vía Pública,"Sección 5, Fila 6, Parcela 17",Mausoleo,724910,Mario Vilaplana Haro,17464426,nereamarques@example.net,Se notificó al registro civil.,2008,4,Niño,Monday
2008-08-30 11:54:38.371966,Trini Iborra,2008-08-30,12747552,43,Otro,4:18,Cáncer,,Domicilio,"Sección 7, Fila 8, Parcela 43",Tumba tradicional,741072,Mario Vilaplana Haro,36390186,pilar30@example.org,La familia pidió sepultura junto a otros parientes.,2008,8,Adulto,Saturday
2008-10-06 22:46:30.306508,Baldomero Acedo-Lorenzo,2008-10-06,15576420,78,Masculino,13:22,Infarto,,Hospital Central,"Sección 4, Fila 19, Parcela 43",Cremación,414113,Herminio Bernad,38932831,cesarcid@example.com,Pendiente entrega de certificado de defunción original.,2008,10,Adulto mayor,Monday
2008-01-25 01:11:18.348235,Dionisio Soto Martorell,2008-01-25,23001180,44,Femenino,14:02,Covid-19,,Domicilio,"Sección 7, Fila 16, Parcela 17",Cremación,698151,Estrella de Ordóñez,35437494,salomon29@example.com,Pendiente entrega de certificado de defunción original.,2008,1,Adulto,Friday
2008-01-12 11:22:51.622804,Margarita Plana Montoya,2008-01-12,59124832,48,Otro,9:07,Otro,Complicaciones posoperatorias,Hospital Central,"Sección 4, Fila 8, Parcela 34",Cremación,117996,Ildefonso Mata-Español,25547778,saldanaarmida@example.com,Familia solicita ceremonia sencilla.,2008,1,Adulto,Saturday
2008-02-26 09:46:12.779294,Maximino Hierro Peiró,2008-02-26,73203784,100,Otro,10:53,Accidente,,Vía Pública,"Sección 4, Fila 5, Parcela 42",Mausoleo,406544,Demetrio Fernandez Bas,15615169,yazcona@example.org,Se adjunta certificado médico.,2008,2,Adulto mayor,Tuesday
2008-11-26 07:11:53.187199,Rosalinda Mir Bartolomé,2008-11-26,72496909,95,Otro,0:25,Otro,Otro no especificado,Domicilio,"Sección 10, Fila 7, Parcela 1",Mausoleo,535715,Miguel Ángel Aragón Pacheco,48671728,rosendo31@example.org,Se notificó al registro civil.,2008,11,Adulto mayor,Wednesday
2008-10-17 13:58:51.832574,Rosa María Larrañaga,2008-10-17,47504123,93,Otro,7:52,Cáncer,,Hospital Central,"Sección 9, Fila 16, Parcela 5",Mausoleo,385004,Daniela de Prat,40821860,trinidadcolom@example.net,La familia pidió sepultura junto a otros parientes.,2008,10,Adulto mayor,Friday
2008-10-17 18:39:56.711417,Natalio Paniagua Cózar,2008-10-17,29174739,28,Otro,7:09,Cáncer,,Domicilio,"Sección 6, Fila 15, Parcela 50",Mausoleo,340830,Nereida Puig Rubio,12452294,celestina06@example.net,Acta firmada por dos testigos.,2008,10,Joven,Friday
2008-06-04 00:10:25.876263,Eutropio Franco,2008-06-04,39207232,32,Femenino,15:41,Covid-19,,Vía Pública,"Sección 7, Fila 15, Parcela 12",Tumba tradicional,802840,Herminio Bernad,38615890,zsabater@example.org,Documento entregado en oficina central.,2008,6,Adulto,Wednesday
2008-07-13 08:20:49.774935,Plácido Garcia Jara,2008-07-13,48692975,42,Femenino,13:35,Cáncer,,Hospital Central,"Sección 3, Fila 6, Parcela 41",Tumba tradicional,325458,Herminio Bernad,26821212,vera52@example.com,Se adjunta certificado médico.,2008,7,Adulto,Sunday
2008-02-20 22:11:06.419135,Benita Asensio Beltran,2008-02-20,31236768,44,Femenino,6:49,Covid-19,,Clínica Privada,"Sección 7, Fila 15, Parcela 3",Mausoleo,507514,Herminio Bernad,17712239,maribel31@example.com,Se adjunta certificado médico.,2008,2,Adulto,Wednesday
2008-05-23 07:34:08.130623,Darío Sobrino Hoyos,2008-05-23,71334595,88,Otro,10:47,Cáncer,,Clínica Privada,"Sección 6, Fila 13, Parcela 20",Tumba tradicional,604710,Lorena Calderon Recio,47215242,iledesma@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2008,5,Adulto mayor,Friday
2008-12-02 08:57:03.482621,Guiomar de Luque,2008-12-02,98240755,70,Otro,11:07,Infarto,,Domicilio,"Sección 2, Fila 14, Parcela 9",Tumba tradicional,933066,Miguel Ángel Aragón Pacheco,23863771,valeriacerro@example.org,Se notificó al registro civil.,2008,12,Adulto mayor,Tuesday
2008-11-04 07:57:43.275538,Silvio de Gutierrez,2008-11-04,77449609,81,Masculino,22:47,Accidente,,Hospital Central,"Sección 7, Fila 2, Parcela 33",Nicho,729858,Mario Vilaplana Haro,25375304,zpinto@example.net,Acta firmada por dos testigos.,2008,11,Adulto mayor,Tuesday
2008-02-10 01:09:23.304817,Paula de Hoyos,2008-02-10,24958642,43,Otro,22:35,Accidente,,Domicilio,"Sección 1, Fila 1, Parcela 22",Mausoleo,248950,Oriana Carvajal Solsona,38939498,joan23@example.net,Pendiente entrega de certificado de defunción original.,2008,2,Adulto,Sunday
2008-06-08 06:43:30.557295,Elena Marco Reguera,2008-06-08,38466679,82,Otro,3:26,Infarto,,Domicilio,"Sección 1, Fila 10, Parcela 7",Nicho,382776,Demetrio Fernandez Bas,14553465,amelia54@example.net,Familia solicita ceremonia sencilla.,2008,6,Adulto mayor,Sunday
2008-07-13 07:33:59.501534,Ruben Avilés Oliveras,2008-07-13,98034984,67,Masculino,20:04,Accidente,,Domicilio,"Sección 4, Fila 12, Parcela 24",Tumba tradicional,479212,Oriana Carvajal Solsona,28095085,castrillocelestino@example.com,La familia pidió servicio religioso antes de la cremación.,2008,7,Adulto mayor,Sunday
2008-11-25 08:16:40.648502,Jennifer Luisa Román Palacios,2008-11-25,50645661,78,Otro,4:08,Otro,Insuficiencia renal,Clínica Privada,"Sección 4, Fila 17, Parcela 17",Cremación,961247,Daniela de Prat,10981952,roxanabarriga@example.net,Se notificó al registro civil.,2008,11,Adulto mayor,Tuesday
2008-01-08 01:31:02.113519,Pili Agustín Huertas,2008-01-08,80205648,100,Otro,6:20,Otro,Otro no especificado,Hospital Central,"Sección 3, Fila 17, Parcela 21",Cremación,688007,Ildefonso Mata-Español,42581461,arandaencarna@example.com,Se notificó al registro civil.,2008,1,Adulto mayor,Tuesday
2008-08-28 20:38:37.880790,África Pozuelo Rico,2008-08-28,45233337,75,Otro,16:11,Infarto,,Hospital Central,"Sección 1, Fila 5, Parcela 39",Mausoleo,843271,Lorena Calderon Recio,10784492,galvaro@example.net,Familia solicita ceremonia sencilla.,2008,8,Adulto mayor,Thursday
2008-03-31 02:10:16.564932,Virginia Artigas Córdoba,2008-03-31,86589188,100,Otro,21:52,Infarto,,Domicilio,"Sección 10, Fila 10, Parcela 32",Tumba tradicional,382222,Isabela Pellicer Corominas,42189425,moranteamarilis@example.com,Familia solicita ceremonia sencilla.,2008,3,Adulto mayor,Monday
2008-05-27 05:41:41.111107,Almudena Elba Benítez Exposito,2008-05-27,97842466,5,Masculino,6:52,Infarto,,Domicilio,"Sección 6, Fila 15, Parcela 9",Nicho,629642,Jose Antonio Fuente-Pérez,40956404,rodolfo12@example.org,La familia pidió servicio religioso antes de la cremación.,2008,5,Niño,Tuesday
2008-12-05 20:06:08.308379,Jenaro Planas-Vilanova,2008-12-05,38526420,41,Otro,13:07,Otro,Septicemia,Clínica Privada,"Sección 6, Fila 11, Parcela 14",Tumba tradicional,837838,Jose Antonio Fuente-Pérez,32022152,alejandroredondo@example.net,Documento entregado en oficina central.,2008,12,Adulto,Friday
2008-12-19 19:04:41.158145,Amancio Fábregas Esparza,2008-12-19,61746972,96,Masculino,4:06,Accidente,,Vía Pública,"Sección 5, Fila 3, Parcela 3",Cremación,594627,Miguel Ángel Aragón Pacheco,16524348,ligiapintor@example.net,Familia solicita ceremonia sencilla.,2008,12,Adulto mayor,Friday
2008-10-05 10:34:53.920963,Anacleto Sotelo Linares,2008-10-05,81133906,22,Otro,4:44,Covid-19,,Domicilio,"Sección 9, Fila 9, Parcela 27",Tumba tradicional,548367,Mario Vilaplana Haro,35204473,naciocarbajo@example.org,Acta firmada por dos testigos.,2008,10,Joven,Sunday
2008-05-31 20:50:03.980196,Eduardo Pareja-Llano,2008-05-31,56918639,52,Masculino,16:25,Cáncer,,Domicilio,"Sección 1, Fila 20, Parcela 14",Cremación,422248,Daniel del Lumbreras,12165494,gcaceres@example.org,Se notificó al registro civil.,2008,5,Adulto,Saturday
2008-11-18 17:48:25.654210,Francisco Saldaña Arévalo,2008-11-18,28637933,91,Masculino,8:01,Covid-19,,Vía Pública,"Sección 3, Fila 8, Parcela 41",Tumba tradicional,613933,Nereida Puig Rubio,31594677,vegea@example.com,Documento entregado en oficina central.,2008,11,Adulto mayor,Tuesday
2008-03-17 15:22:30.743855,Eugenia Maxi Lamas Asensio,2008-03-17,14503302,90,Masculino,0:14,Otro,Complicaciones posoperatorias,Domicilio,"Sección 1, Fila 20, Parcela 13",Nicho,541866,Herminio Bernad,27748739,zamoranoxiomara@example.net,Se adjunta certificado médico.,2008,3,Adulto mayor,Monday
2008-05-17 01:26:26.863465,Adelardo Manrique Durán,2008-05-17,17962573,18,Masculino,6:44,Otro,Insuficiencia renal,Clínica Privada,"Sección 5, Fila 2, Parcela 20",Cremación,235035,Ildefonso Mata-Español,47588192,lgonzalez@example.org,Se notificó al registro civil.,2008,5,Joven,Saturday
2008-07-06 18:16:21.365364,Olga España Gallart,2008-07-06,11735687,2,Femenino,2:03,Cáncer,,Hospital Central,"Sección 5, Fila 16, Parcela 14",Nicho,875396,Daniela de Prat,41192840,namoros@example.org,Familia solicita ceremonia sencilla.,2008,7,Niño,Sunday
2008-03-14 15:10:46.211215,Wilfredo Saavedra Sotelo,2008-03-14,29012726,59,Femenino,1:17,Accidente,,Domicilio,"Sección 2, Fila 10, Parcela 48",Nicho,686251,Miguel Ángel Aragón Pacheco,22296873,chucho21@example.net,Documento entregado en oficina central.,2008,3,Adulto,Friday
2008-09-25 08:14:02.554646,Ciro Luis Miguel Aragonés Manso,2008-09-25,60135892,85,Masculino,2:25,Neumonía,,Clínica Privada,"Sección 4, Fila 11, Parcela 12",Cremación,872963,Ildefonso Mata-Español,39123869,kjulia@example.net,La familia pidió servicio religioso antes de la cremación.,2008,9,Adulto mayor,Thursday
2008-06-07 22:15:58.424857,Macaria Pacheco Pellicer,2008-06-07,71709506,28,Otro,21:24,Infarto,,Domicilio,"Sección 6, Fila 10, Parcela 11",Mausoleo,422121,Isabela Pellicer Corominas,35179719,emperatrizbosch@example.net,Se notificó al registro civil.,2008,6,Joven,Saturday
2008-11-13 08:21:46.546151,Anabel Hoz Arana,2008-11-13,13901504,65,Masculino,9:11,Neumonía,,Domicilio,"Sección 8, Fila 13, Parcela 7",Cremación,474972,Oriana Carvajal Solsona,32697700,ariasodalis@example.org,La familia pidió servicio religioso antes de la cremación.,2008,11,Adulto mayor,Thursday
2008-09-11 21:42:40.764364,Alonso Moya Sans,2008-09-11,33713350,80,Femenino,12:27,Covid-19,,Domicilio,"Sección 6, Fila 10, Parcela 48",Nicho,765416,Daniel del Lumbreras,11178365,salvadorisidora@example.org,Pendiente entrega de certificado de defunción original.,2008,9,Adulto mayor,Thursday
2008-07-02 13:22:06.248696,Jacinta de Juliá,2008-07-02,76285656,67,Femenino,2:51,Otro,Complicaciones posoperatorias,Hospital Central,"Sección 1, Fila 8, Parcela 26",Cremación,237216,Margarita Iglesia Baena,16651062,efrainvaldes@example.net,Pendiente entrega de certificado de defunción original.,2008,7,Adulto mayor,Wednesday
2008-01-22 14:06:35.247456,Olga Lobato Ibáñez,2008-01-22,81809900,96,Masculino,16:52,Covid-19,,Hospital Central,"Sección 3, Fila 3, Parcela 27",Tumba tradicional,558475,Margarita Iglesia Baena,16424634,dionisiacamino@example.org,Se notificó al registro civil.,2008,1,Adulto mayor,Tuesday
2008-08-03 11:23:23.115644,Hugo Baeza Galvez,2008-08-03,69528952,78,Otro,21:25,Infarto,,Hospital Central,"Sección 8, Fila 18, Parcela 15",Tumba tradicional,275349,Nereida Puig Rubio,47225128,andresjaviera@example.org,Se adjunta certificado médico.,2008,8,Adulto mayor,Sunday
2008-09-13 21:44:32.617595,Iris Andrés Pelayo,2008-09-13,17276091,16,Masculino,7:03,Infarto,,Clínica Privada,"Sección 5, Fila 19, Parcela 18",Nicho,465679,Estrella de Ordóñez,37942045,valenciaimelda@example.org,La familia pidió sepultura junto a otros parientes.,2008,9,Adolescente,Saturday
2008-06-12 00:07:03.318310,Cleto Llanos,2008-06-12,37713777,19,Femenino,23:54,Covid-19,,Domicilio,"Sección 1, Fila 20, Parcela 13",Nicho,851488,Miguel Ángel Aragón Pacheco,37140374,doroteacalderon@example.net,Documento entregado en oficina central.,2008,6,Joven,Thursday
2008-10-31 13:50:53.611414,Dorita Ruano-Nuñez,2008-10-31,44848407,44,Masculino,10:24,Cáncer,,Domicilio,"Sección 7, Fila 17, Parcela 38",Cremación,817578,Ildefonso Mata-Español,49440039,victoria13@example.org,Acta firmada por dos testigos.,2008,10,Adulto,Friday
2008-06-08 05:50:58.748956,Clementina del Font,2008-06-08,47214642,21,Femenino,18:59,Accidente,,Domicilio,"Sección 1, Fila 18, Parcela 6",Nicho,247251,Estrella de Ordóñez,36170331,sarita54@example.com,Acta firmada por dos testigos.,2008,6,Joven,Sunday
2008-07-08 02:06:17.002218,Herberto Serna Jimenez,2008-07-08,98397366,56,Otro,6:55,Cáncer,,Clínica Privada,"Sección 4, Fila 19, Parcela 13",Cremación,638115,Isabela Pellicer Corominas,24568034,andrescaparros@example.org,Pendiente entrega de certificado de defunción original.,2008,7,Adulto,Tuesday
2008-03-12 07:35:08.005188,Lucas Miranda Vallés,2008-03-12,47704107,41,Masculino,12:58,Infarto,,Hospital Central,"Sección 10, Fila 20, Parcela 47",Tumba tradicional,969928,Daniel del Lumbreras,42170634,vdiego@example.com,La familia pidió sepultura junto a otros parientes.,2008,3,Adulto,Wednesday
2008-03-07 08:04:44.529065,Moisés Jara,2008-03-07,95244346,90,Otro,19:31,Otro,Insuficiencia renal,Hospital Central,"Sección 6, Fila 10, Parcela 36",Nicho,144199,Nereida Puig Rubio,23020684,valenzuelajose@example.net,Se adjunta certificado médico.,2008,3,Adulto mayor,Friday
2008-09-28 14:58:12.830588,Benigna de Bru,2008-09-28,84945379,60,Otro,5:46,Otro,Septicemia,Domicilio,"Sección 7, Fila 18, Parcela 14",Tumba tradicional,883220,Ildefonso Mata-Español,49620889,carminaroig@example.org,La familia pidió servicio religioso antes de la cremación.,2008,9,Adulto,Sunday
2008-11-18 05:16:27.043746,Edu Carvajal,2008-11-18,20073611,72,Masculino,23:26,Accidente,,Vía Pública,"Sección 10, Fila 11, Parcela 11",Nicho,142065,Daniel del Lumbreras,16795595,noemiguardia@example.com,Se notificó al registro civil.,2008,11,Adulto mayor,Tuesday
2008-12-20 22:00:08.225008,Candelario Abad Trillo,2008-12-20,36015583,27,Otro,7:59,Accidente,,Vía Pública,"Sección 10, Fila 3, Parcela 3",Tumba tradicional,428878,Constanza Oliveras Chaves,49300970,eutropiodiaz@example.net,La familia pidió servicio religioso antes de la cremación.,2008,12,Joven,Saturday
2008-01-13 06:54:26.672048,Azahar Manjón Llobet,2008-01-13,58494598,65,Otro,15:53,Infarto,,Clínica Privada,"Sección 4, Fila 19, Parcela 31",Cremación,129262,Constanza Oliveras Chaves,26888130,fpena@example.com,Se coordinó con la empresa funeraria local.,2008,1,Adulto mayor,Sunday
2008-05-07 18:22:34.779188,Victorino Cordero Cal,2008-05-07,90916663,43,Otro,19:41,Covid-19,,Clínica Privada,"Sección 7, Fila 20, Parcela 32",Mausoleo,729143,Jose Antonio Fuente-Pérez,14002259,maria-dolores77@example.com,Pendiente entrega de certificado de defunción original.,2008,5,Adulto,Wednesday
2008-06-13 05:41:38.922316,Paulina Revilla Arribas,2008-06-13,47464406,51,Femenino,9:46,Covid-19,,Vía Pública,"Sección 4, Fila 17, Parcela 38",Cremación,464981,Miguel Ángel Aragón Pacheco,11687018,camiloaparicio@example.org,Se adjunta certificado médico.,2008,6,Adulto,Friday
2008-07-31 19:16:23.470871,Iván Falcó Camino,2008-07-31,32574071,85,Masculino,22:45,Infarto,,Clínica Privada,"Sección 6, Fila 8, Parcela 11",Cremación,923759,Herminio Bernad,30536792,jaimeterron@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2008,7,Adulto mayor,Thursday
2008-06-30 09:46:47.222212,Juan Pablo Perelló-Llabrés,2008-06-30,95863161,98,Masculino,17:29,Covid-19,,Domicilio,"Sección 5, Fila 18, Parcela 41",Cremación,169295,Mario Vilaplana Haro,17568460,agamez@example.org,Pendiente entrega de certificado de defunción original.,2008,6,Adulto mayor,Monday
2008-07-02 06:11:52.600637,Mamen de Cárdenas,2008-07-02,37137420,8,Otro,23:16,Infarto,,Vía Pública,"Sección 6, Fila 17, Parcela 36",Mausoleo,122638,Miguel Ángel Aragón Pacheco,12437773,cvalenzuela@example.net,Se coordinó con la empresa funeraria local.,2008,7,Niño,Wednesday
2008-07-25 01:25:37.685621,Paulina Villegas Miranda,2008-07-25,34212012,75,Masculino,19:21,Covid-19,,Domicilio,"Sección 1, Fila 1, Parcela 42",Mausoleo,124472,Lorena Calderon Recio,12030241,ibatalla@example.net,Se coordinó con la empresa funeraria local.,2008,7,Adulto mayor,Friday
2008-01-27 01:55:43.031422,Amalia Coca España,2008-01-27,52091297,100,Otro,23:44,Accidente,,Domicilio,"Sección 4, Fila 4, Parcela 18",Cremación,373002,Estrella de Ordóñez,24645521,reyesefrain@example.org,Pendiente entrega de certificado de defunción original.,2008,1,Adulto mayor,Sunday
2008-09-20 20:16:24.079635,Venceslás Plaza Uriarte,2008-09-20,32524663,8,Masculino,20:55,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 1, Fila 5, Parcela 34",Cremación,174680,Oriana Carvajal Solsona,29635869,salvadorarcos@example.net,Documento entregado en oficina central.,2008,9,Niño,Saturday
2008-12-25 14:26:36.498978,Bárbara Vilanova Batlle,2008-12-25,93522118,57,Otro,5:43,Covid-19,,Hospital Central,"Sección 8, Fila 2, Parcela 44",Mausoleo,742528,Demetrio Fernandez Bas,25721503,kroldan@example.org,Se adjunta certificado médico.,2008,12,Adulto,Thursday
2008-10-12 10:58:04.881305,Ricardo Salcedo,2008-10-12,97641296,8,Femenino,21:00,Neumonía,,Domicilio,"Sección 8, Fila 8, Parcela 40",Nicho,174462,Isabela Pellicer Corominas,49162464,ealarcon@example.com,La familia pidió servicio religioso antes de la cremación.,2008,10,Niño,Sunday
2008-07-26 04:15:21.965884,Eric Llobet-Mayoral,2008-07-26,11158526,54,Masculino,9:38,Cáncer,,Clínica Privada,"Sección 9, Fila 4, Parcela 25",Cremación,816476,Oriana Carvajal Solsona,23526672,abayon@example.net,La familia pidió sepultura junto a otros parientes.,2008,7,Adulto,Saturday
2008-07-26 09:32:16.351905,Iker Cabo Abella,2008-07-26,29912088,33,Otro,2:16,Cáncer,,Domicilio,"Sección 7, Fila 5, Parcela 43",Mausoleo,215929,Miguel Ángel Aragón Pacheco,27408509,elisalosada@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2008,7,Adulto,Saturday
2008-01-13 17:30:11.573336,Buenaventura Pablo Molina,2008-01-13,56757782,90,Otro,7:05,Infarto,,Vía Pública,"Sección 9, Fila 9, Parcela 3",Cremación,882095,Constanza Oliveras Chaves,30287841,landaquique@example.net,Pendiente entrega de certificado de defunción original.,2008,1,Adulto mayor,Sunday
2008-06-21 12:51:39.212556,Luis Miguel de Campo,2008-06-21,45116297,97,Masculino,15:30,Otro,Otro no especificado,Clínica Privada,"Sección 10, Fila 16, Parcela 13",Tumba tradicional,744390,Nereida Puig Rubio,49241330,isimo@example.com,La familia pidió sepultura junto a otros parientes.,2008,6,Adulto mayor,Saturday
2008-03-12 01:04:35.368491,Roberto Alberdi Montenegro,2008-03-12,44366594,31,Masculino,14:02,Accidente,,Domicilio,"Sección 10, Fila 3, Parcela 9",Nicho,155662,Daniela de Prat,48350203,guiomararellano@example.net,Familia solicita ceremonia sencilla.,2008,3,Adulto,Wednesday
2008-02-13 19:22:47.198006,María Teresa Llamas Catalán,2008-02-13,59765946,40,Masculino,18:41,Otro,Otro no especificado,Hospital Central,"Sección 5, Fila 16, Parcela 48",Nicho,685436,Herminio Bernad,10687288,gallegomaribel@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2008,2,Adulto,Wednesday
2008-05-01 03:01:01.182645,Jose Francisco Giménez,2008-05-01,37997958,95,Otro,13:11,Neumonía,,Clínica Privada,"Sección 5, Fila 15, Parcela 4",Mausoleo,998141,Ildefonso Mata-Español,41059374,aguadohernando@example.com,La familia pidió sepultura junto a otros parientes.,2008,5,Adulto mayor,Thursday
2008-06-14 15:25:46.105019,Gil del Fabra,2008-06-14,72417824,3,Masculino,19:44,Infarto,,Vía Pública,"Sección 10, Fila 14, Parcela 14",Mausoleo,772113,Miguel Ángel Aragón Pacheco,17170644,itorrijos@example.org,Familia solicita ceremonia sencilla.,2008,6,Niño,Saturday
2008-05-13 20:21:19.520789,María Dolores Quevedo Campos,2008-05-13,91132545,10,Femenino,12:10,Neumonía,,Hospital Central,"Sección 1, Fila 14, Parcela 42",Tumba tradicional,401544,Mario Vilaplana Haro,18680247,isaias46@example.org,La familia pidió sepultura junto a otros parientes.,2008,5,Niño,Tuesday
2009-06-26 05:00:31.853863,Guiomar Pina-Moll,2009-06-26,79093703,100,Otro,2:46,Cáncer,,Vía Pública,"Sección 3, Fila 15, Parcela 44",Tumba tradicional,579948,Isabela Pellicer Corominas,29724365,rpinedo@example.org,Acta firmada por dos testigos.,2009,6,Adulto mayor,Friday
2009-07-05 08:44:49.285765,Tania de Soler,2009-07-05,50764366,89,Femenino,11:06,Cáncer,,Clínica Privada,"Sección 1, Fila 17, Parcela 10",Nicho,517323,Herminio Bernad,27218694,reyes18@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2009,7,Adulto mayor,Sunday
2009-04-23 20:15:15.807901,Ariadna Falcón Aguilar,2009-04-23,23129176,32,Masculino,8:05,Cáncer,,Hospital Central,"Sección 6, Fila 1, Parcela 25",Cremación,269602,Margarita Iglesia Baena,38351395,pedromanso@example.net,Pendiente entrega de certificado de defunción original.,2009,4,Adulto,Thursday
2009-10-15 05:15:56.230729,Felix Toro Duque,2009-10-15,58617672,16,Otro,9:55,Neumonía,,Hospital Central,"Sección 2, Fila 11, Parcela 45",Mausoleo,727932,Herminio Bernad,34638334,yzorrilla@example.net,Se notificó al registro civil.,2009,10,Adolescente,Thursday
2009-01-05 23:42:43.330014,Chus Rodrigo-Escamilla,2009-01-05,84108205,90,Masculino,16:01,Infarto,,Clínica Privada,"Sección 1, Fila 13, Parcela 9",Nicho,813932,Mario Vilaplana Haro,17594469,rbenavente@example.org,Documento entregado en oficina central.,2009,1,Adulto mayor,Monday
2009-01-13 23:50:11.937068,Porfirio Alegre-Muñoz,2009-01-13,16111011,24,Femenino,0:56,Cáncer,,Vía Pública,"Sección 6, Fila 15, Parcela 50",Tumba tradicional,107698,Ildefonso Mata-Español,11316565,scaceres@example.com,La familia pidió servicio religioso antes de la cremación.,2009,1,Joven,Tuesday
2009-08-14 11:12:38.508753,Jose Manuel Barragán Vila,2009-08-14,57581493,83,Otro,0:28,Otro,Septicemia,Domicilio,"Sección 5, Fila 18, Parcela 14",Mausoleo,314431,Mario Vilaplana Haro,23509682,riosjacinta@example.org,Familia solicita ceremonia sencilla.,2009,8,Adulto mayor,Friday
2009-06-12 12:49:06.763731,Ema Lobo Carrera,2009-06-12,24909414,94,Masculino,23:42,Cáncer,,Clínica Privada,"Sección 6, Fila 9, Parcela 22",Cremación,566988,Jose Antonio Fuente-Pérez,17328350,figueroaanselmo@example.com,Acta firmada por dos testigos.,2009,6,Adulto mayor,Friday
2009-01-16 10:37:46.586812,Benjamín Posada Sanmartín,2009-01-16,71424733,73,Masculino,23:01,Neumonía,,Domicilio,"Sección 10, Fila 1, Parcela 15",Mausoleo,813530,Isabela Pellicer Corominas,34113813,paniaguaherminio@example.com,Se adjunta certificado médico.,2009,1,Adulto mayor,Friday
2009-01-19 05:11:11.448005,Marcela Doménech-Bermúdez,2009-01-19,43713340,93,Femenino,2:49,Cáncer,,Clínica Privada,"Sección 1, Fila 10, Parcela 45",Mausoleo,199284,Miguel Ángel Aragón Pacheco,17677256,bcompany@example.com,Pendiente entrega de certificado de defunción original.,2009,1,Adulto mayor,Monday
2009-03-11 01:21:18.424701,Primitivo del Toledo,2009-03-11,61716759,97,Femenino,12:38,Infarto,,Clínica Privada,"Sección 6, Fila 15, Parcela 21",Tumba tradicional,828427,Jose Antonio Fuente-Pérez,12229978,angelita26@example.com,Se adjunta certificado médico.,2009,3,Adulto mayor,Wednesday
2009-08-27 16:06:18.295292,Donato Gomis Tomás,2009-08-27,76103862,12,Otro,13:44,Cáncer,,Clínica Privada,"Sección 9, Fila 8, Parcela 42",Nicho,481889,Ildefonso Mata-Español,31988332,serafinagodoy@example.com,Se notificó al registro civil.,2009,8,Niño,Thursday
2009-07-23 12:42:32.176635,Vera Quintana Ledesma,2009-07-23,99165741,81,Femenino,0:27,Otro,Septicemia,Hospital Central,"Sección 6, Fila 1, Parcela 46",Tumba tradicional,997146,Miguel Ángel Aragón Pacheco,17798605,lorenza42@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2009,7,Adulto mayor,Thursday
